keyword,nDCG@5,Precision@5,Recall@5,MRR
way,0.3333333333,0.06666666667,0.3333333333,0.3333333333
block,0.3333333333,0.06666666667,0.1666666667,0.3333333333
control circuit,0,0,0,0.142857
control loop,0.3333333333,0.06666666667,0.3333333333,0.3333333333
controller,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electric flux,0,0,0,0.3333333333
field lines,0.3333333333,0.06666666667,0.3333333333,0.3333333333
field oriented controller,0.3333333333,0.1,0.3333333333,0.3333333333
flaxseed,0.3333333333,0.06666666667,0.3333333333,0.3333333333
flux calculator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
flux controller,0.3333333333,0.06666666667,0.3333333333,0.3333333333
flux density,0.3333333333,0.06666666667,0.3333333333,0.3333333333
flux period,0,0,0,0.142857
flux scope,0.4285714286,0.08571428571,0.4285714286,0.3333333333
food regulation,0.2718216256,0.06666666667,0.3333333333,0.3333333333
limiter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
magnetic flux regulator,0.4,0.08,0.4,0.3333333333
motor drive inverter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
output,0.3333333333,0.08888888889,0.3333333333,0.3333333333
proportional integral regulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
regulated market,0.3333333333,0.06666666667,0.3333333333,0.3333333333
regulation of respiration,0.3333333333,0.06666666667,0.3333333333,0.3333333333
regulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
reset flux level,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rotor flux regulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque calculator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque compensator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque controller,0.3333333333,0.1333333333,0.3333333333,0.3333333333
torque feedback circuit,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque flux calculator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque flux controller,0.3333333333,0.06666666667,0.3333333333,0.3333333333
vehicle regulation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
arched part,0.3333333333,0.06666666667,0.3333333333,0.3333333333
convex side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
curved side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
drum,0.5,0.1,0.5,0.3333333333
fingers,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot anchor,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot down side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot lateral side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot massager,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot panel,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot side border,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot side brim,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot side edge,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foot side perimeter,0.3333333333,0.06666666667,0.3333333333,0.34
foot support,0.3333333333,0.06666666667,0.3333333333,0.3333333333
football,0.2103099179,0.06666666667,0.3333333333,0.3333333333
football match,0.3333333333,0.06666666667,0.3333333333,0.3333333333
football price,0.3333333333,0.06666666667,0.3333333333,0.3333333333
football stadium,0.3333333333,0.06666666667,0.3333333333,0.3333333333
forefoot,0.3333333333,0.06666666667,0.3333333333,0.3333333333
human leg,0.3333333333,0.06666666667,0.3333333333,0.3333333333
limiting embodiment,0.3333333333,0.06666666667,0.3333333333,0.3333333333
limiting example,0.3333333333,0.06666666667,0.3333333333,0.3333333333
limiting preferred embodiment,0.2103099179,0.06666666667,0.3333333333,0.3333333333
limiting preferred example,0.3333333333,0.06666666667,0.3333333333,0.3333333333
preferred embodiment,0.3333333333,0.06666666667,0.3333333333,0.3333333333
preferred example,0.25,0.06666666667,0.3333333333,0.3333333333
side effect,0.25,0.05,0.25,0.28571425
supporting side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
toe side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
tra supporting side,0.3333333333,0.06666666667,0.3333333333,0.3333333333
body bones anatomy,0.3333333333,0.06666666667,0.3333333333,0.3333333333
chemical pump shaft seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
dual step,0.3333333333,0.06666666667,0.3333333333,0.3333333333
filling station,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as ball member,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as barrier,0.3333333333,0.06666666667,0.25,0.3333333333
form as body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as cylindrical body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as disk,0.3333333333,0.1333333333,0.3333333333,0.3333333333
form as plate,0,0,0,0.142857
form as spring,0,0,0,0.142857
form as structure,0,0,0,0.142857
form design,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form notice network,0.3333333333,0.06666666667,0.3333333333,0.3333333333
formation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
forming as a case,0.3333333333,0.1333333333,0.3333333333,0.3333333333
human body bones,0.3333333333,0.06666666667,0.3333333333,0.3333333333
manufacturing as an element,0.3333333333,0.06666666667,0.3333333333,0.348485
outer flank sections,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rainbow formation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
set up body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spherical sliding surfaces,0.3333333333,0.06666666667,0.3333333333,0.3333333333
three dimensional solid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
application form,0.3333333333,0.1333333333,0.3333333333,0.3333333333
banded metallic plate,0.3333333333,0.06666666667,0.3333333333,0.3333333333
body effect,0.3333333333,0.06666666667,0.1666666667,0.3333333333
body form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
body parts,0.3333333333,0.06666666667,0.3333333333,0.3333333333
body shop,0.3333333333,0.06666666667,0.3333333333,0.3333333333
body types,0.3333333333,0.06666666667,0.3333333333,0.3333333333
destroy body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as body shaping,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as disk,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as plate,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as single part,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form filling,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form less column,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form notice,0.3333333333,0.06666666667,0.3333333333,0.3333333333
formation of object,0.3333333333,0.06666666667,0.3333333333,0.3333333333
formless composite beam,0.3333333333,0.1,0.2777778333,0.3333333333
formless material,0.3333333333,0.06666666667,0.3333333333,0.3333333333
inner and outer surfaces,0.3333333333,0.06666666667,0.3333333333,0.3541666667
melts form as body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
object,0.3333333333,0.06666666667,0.3333333333,0.3333333333
outer housing formation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sealing form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as barrier,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form as single part,0.3333333333,0.06666666667,0.3333333333,0.3333333333
adjustment mechanism,0.3333333333,0.06666666667,0.3333333333,0.3333333333
adjustment values,0.3333333333,0.06666666667,0.111111,0.3333333333
axis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
between layers,0,0,0,0.142857
break between direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
change in direction,0,0,0,0.142857
connecting nodes,0.5,0.1,0.5,0.3333333333
constant directions,0.3333333333,0.06666666667,0.3333333333,0.3333333333
filling form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form along circumferential direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form in circumferential direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form in extending direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form in width direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
formed between each pair,0.3333333333,0.06666666667,0.3333333333,0.3333333333
full form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
group formation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
light rays,0.2103099179,0.06666666667,0.3333333333,0.3333333333
opposite directions,0.3333333333,0.06666666667,0.3333333333,0.3333333333
parallel direction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
points,0.4285714286,0.08571428571,0.4285714286,0.3333333333
rays,0,0,0,0.142857
redirecting mechanism,0.3333333333,0.06666666667,0.3333333333,0.3333333333
switch between direction,0,0,0,0.3333333333
terminal point,0.3333333333,0.06666666667,0.2222221667,0.3333333333
traffic direction,0.3333333333,0.1333333333,0.1666666667,0.3333333333
convulsions,0.3333333333,0.06666666667,0.3333333333,0.3333333333
deposition,0.3333333333,0.1333333333,0.3333333333,0.3333333333
electric wire,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electrode,0.3333333333,0.06666666667,0.2,0.3333333333
electrodeposition process,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electrodes,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroformed metal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroforming,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroforming bath,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroforming method,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroforming procedure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroforming processes,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electrolyte deficiency,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electrolytic bath,0.3333333333,0.06666666667,0.1666666667,0.3333333333
electron,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electroplating,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fabricating,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fabrication,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form by electrodeposition,0.3333333333,0.06666666667,0.3333333333,0.351852
formation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
muscle spasm,0.3333333333,0.06666666667,0.3333333333,0.3333333333
process,0.3333333333,0.06666666667,0.3333333333,0.3333333333
application form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cordless hair cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutter fish,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutters,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutting machine,0.3333333333,0.06666666667,0.3333333333,0.3364196667
cutting tool,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form by cutter,0.3333333333,0.06666666667,0.25,0.3333333333
form cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form cutters,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form cutting machine,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form finish concrete,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form milling cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
forming cutter,0,0,0,0.142857
horizontal type centrifugal casting hot roll,0.25,0.05,0.25,0.3333333333
infiltrant metal alloys,0.3333333333,0.06666666667,0.3333333333,0.3333333333
milling operations,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nail cutter,0.3333333333,0.06666666667,0.3333333333,0.3541666667
roller cone,0,0,0,0.142857
rotatable cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
teeth,0,0,0,0.142857
vapour form,0.3333333333,0.07619047619,0.3015872857,0.3333333333
bamboo timber,0.36,0.08,0.33333332,0.3333333333
chip forming machine,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutter codes,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutter fish,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutter for cutting gear teeth,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cutting machine,0.2727272727,0.05454545455,0.2727272727,0.3333333333
cutting tools,0.3333333333,0.06666666667,0.3333333333,0.3333333333
face milling cutter,0.3333333333,0.06666666667,0.08333333333,0.3333333333
form by cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form cutting tool,0.3333333333,0.06666666667,0.111111,0.3333333333
form header,0.3333333333,0.06666666667,0.3333333333,0.347826
form notice,0,0,0,0.142857
forming cutter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
forming milling cutter,0.3333333333,0.06666666667,0.3333333333,0.3396226667
fresh wood cutting,0.3333333333,0.06666666667,0.3333333333,0.3333333333
online forms,0.3333333333,0.06666666667,0.3333333333,0.3333333333
plasma cutter electrodes,0.3333333333,0.1333333333,0.3333333333,0.3333333333
rattan pretreatment method,0.3333333333,0.06666666667,0.3333333333,0.3333333333
saw,0,0,0,0.142857
woodruff cutter,0,0,0,0.142857
blind rivet,0,0,0,0.142857
fasteners,0,0,0,0.142857
flow form rivets,0.3333333333,0.06666666667,0.047619,0.3333333333
form factor,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form reset angular,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form rivets,0,0,0,0.142857
form theory,0.3333333333,0.06666666667,0.3333333333,0.3333333333
google form,0,0,0,0.142857
hollow rivets,0.3333333333,0.06666666667,0.3333333333,0.3333333333
mechanical fasteners,0,0,0,0.142857
permanent mechanical fasteners,0.3333333333,0.2,0.3333333333,0.3333333333
pop rivets,0.3333333333,0.06666666667,0.3333333333,0.3333333333
punching machine guide,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ring rolling machine,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivet gun,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivet head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivet hypothesis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivet networks,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivet peening tool,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rivets,0,0,0,0.142857
steel production machining technology,0.3333333333,0.06666666667,0.3333333333,0.3333333333
suitable rivets,0.3333333333,0.06666666667,0.3333333333,0.3333333333
use rivets,0.3333333333,0.06666666667,0.3333333333,0.3333333333
application form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
color gamut,0,0,0,0.142857
colour register regulation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
elevated tables,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form a larger table,0,0,0,0.142857
form board,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form round table,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form table,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form tables,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form the backbone of a nucleic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form work surface,0.3333333333,0.06666666667,0.3333333333,0.3333333333
light,0.3333333333,0.06666666667,0.3333333333,0.3333333333
membrane image transfer printing process,0.3333333333,0.06666666667,0.3333333333,0.3333333333
monochrome,0.3333333333,0.1,0.3333333333,0.3333333333
quilting tables,0.25,0.06666666667,0.3333333333,0.3333333333
registration form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
stamping press,0,0,0,0.142857
table of elements,0.3333333333,0.06666666667,0.1666666667,0.3333333333
table system,0,0,0,0.142857
table tennis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
taggant security system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
box isolation technique,0.3333333333,0.2,0.3333333333,0.3333333333
cmos technology,0.3333333333,0.06666666667,0.1666666667,0.3333333333
device isolation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
electric current leakage,0.25,0.05,0.25,0.3333333333
form in trench,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form isolation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form isolation region,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form isolation regions,0,0,0,0.142857
form isolation structure,0.3333333333,0.1333333333,0.3333333333,0.3333333333
form notice,0.3333333333,0.06666666667,0.04166666667,0.3333333333
form sti region,0.3333333333,0.06666666667,0.3333333333,0.3333333333
form the lower trench isolation,0.3333333333,0.06666666667,0.2777777778,0.3333333333
form trench,0.3333333333,0.06666666667,0.3333333333,0.3333333333
full form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
hospital isolation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ic processing,0.2103099179,0.06666666667,0.3333333333,0.3333333333
integrated circuit,0.3333333333,0.1,0.3333333333,0.3333333333
isolation distance,0.5,0.1,0.5,0.3333333333
isolation forming process,0.3333333333,0.06666666667,0.3333333333,0.3333333333
isolation valve,0.3333333333,0.06666666667,0.3333333333,0.3333333333
shallow trench isolation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sti process,0.3333333333,0.06666666667,0.3333333333,0.3333333333
trench etching,0.3333333333,0.06666666667,0.3333333333,0.3333333333
trench foot,0.3333333333,0.1333333333,0.3333333333,0.3333333333
trench isolation region,0.3025774795,0.1,0.25757575,0.3333333333
trench isolation structure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nozzle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nozzles,0.3333333333,0.06666666667,0.1666666667,0.3333333333
pool,0.3333333333,0.06666666667,0.3333333333,0.3333333333
reservoir,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water nozzle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water outlet,0.3333333333,0.2,0.3333333333,0.3333333333
head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nozzle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nozzle head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
reservoir,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spray head,0,0,0,0.142857
anvil block,0.3333333333,0.06666666667,0.3333333333,0.3333333333
bottle opener,0.3333333333,0.06666666667,0.3333333333,0.3333333333
container head,0,0,0,0.142857
cup,0,0,0,0.142857
fluid container,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fountain assembly,0,0,0,0.142857
fountain cake ingredients,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fountain heads,0.3333333333,0.06666666667,0.037037,0.3333333333
fountain knob,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fountain nozzle,0.3333333333,0.1333333333,0.3333333333,0.3333333333
fountain pen,0.3333333333,0.06666666667,0.111111,0.339394
fountain system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fountainhead,0.3333333333,0.06666666667,0.3333333333,0.3333333333
head nerves,0.3333333333,0.06666666667,0.3333333333,0.3333333333
head pain,0,0,0,0.142857
headrest,0.3333333333,0.06666666667,0.3333333333,0.3333333333
headset,0.3333333333,0.06666666667,0.3333333333,0.3333333333
medicine adding device,0.3333333333,0.06666666667,0.3333333333,0.3333333333
pressure head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
refrigerator system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
switch,0.3333333333,0.06666666667,0.3333333333,0.3333333333
valve,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water fountain,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
aerating device,0.3333333333,0.06666666667,0.3333333333,0.3333333333
arrangements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
bler,0.3333333333,0.06666666667,0.3333333333,0.3333333333
bu ber,0.3333333333,0.06666666667,0.3333333333,0.3333333333
bu bler,0.3333333333,0.06666666667,0.3333333333,0.3333333333
bubbler,0.3333333333,0.06666666667,0.3333333333,0.3333333333
container,0.3333333333,0.06666666667,0.3333333333,0.3333333333
conventional water faucet,0.3333333333,0.1333333333,0.3333333333,0.3333333333
fountain cake,0.3333333333,0.06666666667,0.3333333333,0.346154
head cleaning,0.3333333333,0.06666666667,0.3333333333,0.3333333333
headphones,0.2103099179,0.06666666667,0.3333333333,0.3333333333
human head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
jet aeroplane,0.3333333333,0.06666666667,0.3333333333,0.3333333333
liquid spreader,0,0,0,0.142857
pressurized,0.3333333333,0.06666666667,0.3333333333,0.3333333333
pressurized water,0.6,0.12,0.6,0.3333333333
rotatable spray head,0.3333333333,0.06666666667,0.3333333333,0.3333333333
shower,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sprays fluid,0,0,0,0.142857
sprinkler,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sprinkling mechanism,0.3333333333,0.08888888889,0.3333333333,0.3333333333
supply item,0,0,0,0.142857
tube,0.3333333333,0.06666666667,0.3333333333,0.3333333333
tubes,0.3333333333,0.06666666667,0.3333333333,0.3333333333
vessel,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water body,0.3333333333,0.06666666667,0.3333333333,0.3333333333
water supply,0.3333333333,0.06666666667,0.3333333333,0.3333333333
break up,0.3333333333,0.1333333333,0.3333333333,0.3333333333
combine portions to form,0.3333333333,0.06666666667,0.3333333333,0.3333333333
crystallized drug,0.3333333333,0.06666666667,0.3333333333,0.3333333333
crystallized portion,0,0,0,0.142857
distillate portion,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fraction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fraction to decimal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fractional banking,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fractional column,0.3333333333,0.1333333333,0.3333333333,0.3333333333
fractional portion,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fractionating column,0,0,0,0.142857
fragmentation,0,0,0,0.142857
majority,0.3333333333,0.06666666667,0.3333333333,0.3333333333
oil distillate,0,0,0,0.142857
portion control,0.3333333333,0.06666666667,0.3333333333,0.3333333333
proportionately,0.3333333333,0.06666666667,0.3333333333,0.3333333333
purified part,0.3333333333,0.06666666667,0.3333333333,0.3333333333
reaction product,0.3333333333,0.06666666667,0.3333333333,0.3333333333
refined sugar portion,0.3333333333,0.06666666667,0.3333333333,0.3333333333
separate into different portion,0.3333333333,0.06666666667,0.3333333333,0.3333333333
separation by fractionation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sticking together,0.3333333333,0.06666666667,0.3333333333,0.3333333333
alloy handle,0,0,0,0.142857
aluminum frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
data frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame cover,0.3333333333,0.1333333333,0.3333333333,0.3333333333
frame handle device,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame integrated handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame stand handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame structure handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame support handle,0.1666666667,0.06666666667,0.3333333333,0.3333333333
framework handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle left frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle pressure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle with care,0.3333333333,0.1333333333,0.1333333333,0.3333333333
handle work,0.3333333333,0.06666666667,0.111111,0.3333333333
leaflet frame attachment,0.3333333333,0.06666666667,0.1666666667,0.3333333333
metal handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
rotatable frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
shaving razor handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
steel handle,0,0,0,0.142857
vehicle handle frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
alloy handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
aluminium frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
arm,0.3333333333,0.06666666667,0.3333333333,0.3333333333
data frame,0.3333333333,0.1,0.3333333333,0.3333333333
door frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame assembly,0.3333333333,0.06666666667,0.1666666667,0.3333333333
frame design,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame holder,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame stand handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame structure handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frame support handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
framework handle,0.3333333333,0.1333333333,0.3333333333,0.3333333333
handle lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle pressure,0.25,0.05,0.25,0.3333333333
handle with care,0.3333333333,0.06666666667,0.06666666667,0.3333333333
handle work,0,0,0,0.142857
metal handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
photo frame,0.4285714286,0.08571428571,0.4285714286,0.3333333333
pin,0.3333333333,0.06666666667,0.3333333333,0.3333333333
steel handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
video frame,0.3333333333,0.1333333333,0.6666666667,0.222222
window handle,0,0,0,0.142857
blade,0.3333333333,0.06666666667,0.3333333333,0.3333333333
saw,0.3333333333,0.1333333333,0.3333333333,0.3333333333
saw blade,0.3333333333,0.06666666667,0.3333333333,0.3333333333
saw handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle frame,0.3333333333,0.06666666667,0.3333333333,0.3333333333
calculation system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
circumferential clearance,0.3333333333,0.06666666667,0.3333333333,0.3333333333
diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
diameter index safety system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
diameter of eyeball,0.3333333333,0.06666666667,0.3333333333,0.3333333333
diameter protocol,0.3333333333,0.06666666667,0.3333333333,0.3333333333
diameter tolerance,0.3333333333,0.06666666667,0.3333333333,0.3333333333
direct drive inner cooling rolling mill,0.3333333333,0.06666666667,0.3333333333,0.3333333333
finished diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fixed diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
forming diameter,0,0,0,0.3333333333
free bore,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free command,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free energy,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free linear measurement,0.3333333333,0.1333333333,0.3333333333,0.3333333333
free mapping,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free radius,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free size,0.3333333333,0.1333333333,0.3333333333,0.3333333333
gap,0.3333333333,0.06666666667,0.3333333333,0.3333333333
measurement system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
strip cleaning device,0.3333333333,0.06666666667,0.3333333333,0.3333333333
surface diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
suspension member,0.3333333333,0.06666666667,0.3333333333,0.3333333333
variable diameter,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free fatty acids,0,0,0,0.142857
composition,0,0,0,0.142857
fatty acid,0.3333333333,0.07407407407,0.3333333333,0.3333333333
fatty acid alkyl acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty acid alkyl salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty acid fatty salt,0.3333333333,0.06666666667,0.1666666667,0.3333333333
fatty acid salt,0,0,0,0.142857
fatty alkyl acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty alkyl salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty composition,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty oil,0.3333333333,0.1,0.3333333333,0.3333333333
fatty salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty triglyceride,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fermentation composition,0.3333333333,0.06666666667,0.3333333333,0.3333333333
